Institution,Country,Latitude,Longitude
Hong Kong Baptist University,China,35.86166,104.195397
Lund University / Lund Institute of Technology,Sweden,55.7124086,13.2087418
Valve Corporation,USA,37.09024,-95.712891
Samsung Research,South Korea,37.4664848,127.0230785
Imperial College London,United Kingdom,51.49882220000001,-0.1748735
Syracuse University,United States,43.0481221,-76.14742439999999
Ecole Nationale des Ponts et Chausees,France,46.227638,2.213749
University of the District of Columbia,United States,38.9446796,-77.06562939999999
"The Hebrew University of Jerusalem, Israel",Israel,31.768319,35.21371
"Department of Electrical and Computer Engineering, The University of British Columbia",Canada,49.262369,-123.2501181
"PESC/COPPE/UFRJ, Universidade Federal do Rio de Janeiro",Brazil,-14.235004,-51.92528
Lille University,France,50.624378,3.0678588
Inverted AI,NA,,
VMware Research,USA,37.09024,-95.712891
Tulane University,United States,29.9407282,-90.12031669999999
"Qing Yuan Research Institute, Shanghai Jiao Tong University",China,31.230416,121.473701
Runway,NA,,
Hebei University of Science & Technology,China,38.0359899,114.46979
University of Science and Technology Beijing,China,39.989461,116.360026
"Computer Network Information Center, Chinese Academy of Sciences,",China,39.9106327,116.3356321
"Department of Informatics, University of Zurich, University of Zurich",Switzerland,47.3745896,8.5486629
Apart Research,NA,,
Microsoft research,USA,37.09024,-95.712891
Tiktok Inc.,China,35.86166,104.195397
"Department of Computer Science, University of British Columbia",Canada,49.2610081,-123.2491673
Beijing University of Technology,China,39.871611,116.479529
Université d'Angers,France,47.4771248,-0.5499261999999999
Baichuan Intelligent Technology,China,35.86166,104.195397
Yandex Research Lab at HSE University,Russia,55.761458,37.63327530000001
"University of Virginia, Charlottesville",United States,38.0335529,-78.5079772
"University of California, Davis",United States,38.5382322,-121.7617125
iscas,Spain,40.46366700000001,-3.74922
Beijing University of Posts and Telecommunications,China,39.962796,116.358103
Prescient Design / Genentech / Roche,USA,40.7403694,-73.9902078
CISPA Helmholtz Center for Information Security,Germany,51.165691,10.451526
Universität Passau,Germany,48.5677779,13.4527974
"Preferred Networks, Inc.",Japan,36.204824,138.252924
Peng Cheng Laborotary,China,22.5735938,113.9445153
"Courant Institute of Mathematical Sciences, NYU",United States,40.7286908,-73.99565969999999
Cisco Systems,USA,37.09024,-95.712891
"Institute of High Performance Computing, Singapore, A*STAR",Singapore,1.2918134,103.7930466
Universität Konstanz,Germany,47.6898803,9.187944200000002
BYTEDANCE,China,35.86166,104.195397
"The Wharton School, University of Pennsylvania",United States,39.9512686,-75.19788609999999
Institute for Basic Science,South Korea,35.907757,127.766922
Tencent AI Lab Center of Visual Computing,China,35.86166,104.195397
Soongsil University,South Korea,37.4963538,126.9572222
Valence Labs powered by recursion,NA,,
IDEAS NCBR,Poland,52.22902750000001,21.0002733
"Nankai University, Tsinghua University",China,39.13814989999999,117.15011
"Imperial College London, Imperial College London",United Kingdom,51.49882220000001,-0.1748735
Jimei University,China,24.576921,118.092327
École Polytechnique Fédérale de Lausanne,Switzerland,46.5190557,6.5667576
Université de Liège,Belgium,50.6408274,5.576058499999999
Baidu Inc.,China,35.86166,104.195397
Hanoi University of Science and Technology,Vietnam,21.0072964,105.8426436
Google DeepMind,United Kingdom,55.378051,-3.435973
"AI Thrust, The Hong Kong University of Science and Technology (Guangzhou)",China,23.1290799,113.26436
"Department of Computer Science, Cornell University",United States,42.4534492,-76.4735027
Hebei University of Technology,China,38.0359899,114.46979
University of California at Merced,United States,37.3647026,-120.4240941
Snorkel AI,NA,37.487104,-122.2344428
Ludong University,China,37.517142,121.358532
Westlake University & Zhejiang University,China,30.1339474,120.0794882
Chinese University of HongKong,China,22.3193039,114.1693611
University of Haifa,Israel,32.7614296,35.0195184
University of California - Berkeley,United States,37.87015100000001,-122.2594606
International Digital Economy Academy,Russia,61.52401,105.318756
Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,49.5979117,11.0045437
meituan,China,,
université fédérale toulouse midi-pyrénées,France,43.5949246,1.4514067
University at Buffalo,United States,43.0018111,-78.78952389999999
DENSO IT Laboratory,Japan,36.204824,138.252924
"CMU, Carnegie Mellon University",United States,40.4432027,-79.9428499
Helmholtz Munich,Germany,48.2215553,11.592954
ant group,China,35.86166,104.195397
Harvard-MIT Health Sciences and Technology,USA,42.3591517,-71.09330460000001
Granica,Poland,52.2865511,20.4436737
Abdus Salam international centre for theoretical physics,Italy,45.7037499,13.7183378
University of Alabama at Birmingham,United States,33.5020323,-86.80574949999999
"(ESAT) Department of Electrical Engineering, KU Leuven, Belgium, KU Leuven",Belgium,50.87809710000001,4.699705300000001
Optum Labs,United States,37.09024,-95.712891
Twelve Labs,USA,37.09024,-95.712891
Zhejiang Guangsha Vocational and Technical University of construction,China,30.2655499,120.1536
Snaptech,NA,,
Twitter,United States,37.09024,-95.712891
Tokyo University,Japan,35.7138151,139.7627372
"Weill Cornell Medicine, Cornell University",United States,37.09024,-95.712891
Sber AI Lab,Russia,61.52401,105.318756
Otsuka Pharmaceuticals,Japan,36.204824,138.252924
National Research University Higher School of Economics,Russia,55.761458,37.63327530000001
Latrobe University,Australia,-25.274398,133.775136
AIWaves Inc.,NA,,
Chalmers University of Technology,Sweden,57.6898004,11.9741617
"Indian Institute of Technology Bombay, Indian Institute of Technology Bombay",India,19.1330605,72.9151061
The Skolkovo Institute of Science and Technology,Russia,55.6977407,37.3595732
"Department of computer science and technology, Tsinghua University",China,40.001369,116.333823
"Samsung AI Center, Cambridge",United Kingdom,55.378051,-3.435973
University of Tartu,Estonia,58.37798299999999,26.7290383
Foxstream,NA,45.7538162,4.925440699999999
Xianda College of Economics and Humanities Shanghai International Studies University,China,31.4867694,121.8323541
"Medical Imaging Technoloy Department, Capital Medical University, China",China,35.86166,104.195397
Zhejiang Lab,China,30.2655499,120.1536
United States Military Academy,United States,37.09024,-95.712891
zhejianglab,China,30.2655499,120.1536
SAIGE,Canada,56.130366,-106.346771
Sony Europe B.V.,Netherlands,52.132633,5.291265999999999
"University of Maryland, College Park",United States,38.9869183,-76.9425543
Ecole Nationale Supérieure des Telecommunications de Paris,France,48.71324629999999,2.2002358
Intelligent Science & Technology Academy of CASIC,China,,
Oregon Health Sciences University,United States,43.8041334,-120.5542012
Ericsson,Sweden,60.12816100000001,18.643501
Samsung Research America,USA,37.4012031,-122.0476684
Mitsubishi Electric Research Labs,Japan,36.204824,138.252924
Politecnico di Milano,Italy,45.468503,9.182402699999999
Fortiss,Austria,47.516231,14.550072
Huawei Technologies Ltd. (Pairs Resaerch Center),China,35.86166,104.195397
"University of Illinois, Chicago",United States,41.8686034,-87.6484377
"Department of Computer Science, University of Washington",United States,47.7510741,-120.7401386
Work,NA,,
4Paradigm Inc.,China,35.86166,104.195397
Jagiellonian University Cracow,Poland,50.0620926,19.9333211
Find&Order,NA,,
"Meta Platforms, Inc.",United States,37.09024,-95.712891
Aleph-Alpha gmbh,Germany,49.4243563,8.6378662
"Vector Institute, Toronto",Canada,43.6593533,-79.3894224
"University of North Carolina, Greensboro",United States,36.0689296,-79.8101976
Visa Research,NA,,
Shandong University of Science and Technology,China,36.6682599,117.02076
CryptoLab,NA,,
Sorbonne Universite,France,48.8468998,2.3554958
"School of Matematics asn Statistics, Beijing Technology and Business University",China,39.720361,116.170043
NEC Corporation,Japan,,
DeepMind/Google,United Kingdom,55.378051,-3.435973
Onera - The french aerospace lab,France,48.7151864,2.2327124
"UniZg-FER, University of Zagreb",Croatia,45.7780672,15.965538
Constructor University,NA,53.1688182,8.6501056
Northwestern Polytechnical University Xi'an,China,34.2459632,108.9138675
Amazon AI,USA,37.09024,-95.712891
", Rutgers University",United States,40.7406438,-74.173126
Université des Sciences et de la Technologie Houari Boumediène,Algeria,36.7130857,3.1792837
"Tencent, Wechat AI",China,35.86166,104.195397
Pasqal,France,46.227638,2.213749
NVIDIA Research,USA,37.09024,-95.712891
Hochschule Bremerhaven,Germany,53.5384205,8.5814354
"Institue for Advanced Study, Princeton",United States,40.3316778,-74.66808329999999
Pumas-AI Inc.,NA,,
Memorial University of Newfoundland,Canada,47.5741117,-52.7352094
"Institute for Interdisciplinary Information Sciences, Tsinghua University",China,39.9996674,116.3264439
School of Artificial Intelligence,NA,,
"Department of Industrial Engineering, Tsinghua University",China,39.9996674,116.3264439
IIE,United States,37.09024,-95.712891
"Pontificia Universidade Catolica, Rio de Janeiro, Brazil",Brazil,-22.9797463,-43.233402
Hong Kong University of Science and Technology (Gunagzhou),NA,23.1290799,113.26436
Heinrich-Heine Universität Düsseldorf,Germany,51.19134039999999,6.7940893
University of Illinois at Chicago,United States,41.8686034,-87.6484377
Technische Universität Berlin,Germany,52.52000659999999,13.404954
Wildberries,Russia,,
New Jersey Institute of Technology,United States,40.7424259,-74.1784006
FPT Software AI Center,Vietnam,14.058324,108.277199
USDA Agricultural Research Service,United States,37.09024,-95.712891
University College London,United Kingdom,51.5072178,-0.1275862
University of the Basque Country,Spain,43.3308985,-2.9680574
WESTLAKE UNIVERSITY,NA,30.1339474,120.0794882
ETRI,South Korea,35.907757,127.766922
MIT-IBM Watson AI lab,USA,42.3623042,-71.086727
"Computer Science Department, School of Computer Science",NA,,
"Technische Universität München, Chair of  Information-oriented Control",Germany,48.1487646,11.5681764
NEC Labs America,USA,37.09024,-95.712891
The University of Warwick,United Kingdom,52.3792525,-1.5614704
CNRS,France,48.8476037,2.2639934
AIT Austrian Institute Of Technology,Austria,47.9778414,16.5083693
ATR,France,,
The Voleon Group,USA,37.09024,-95.712891
University of Western Ontario,Canada,43.0095971,-81.2737336
"BITS Pilani, BITS Pilani",India,28.3591259,75.58816379999999
Rochester Institute of Technology,United States,43.0848486,-77.6715353
"Alibaba Group, DAMO Academy",China,35.86166,104.195397
Merchants Union Consumer Finance Company Limited,NA,,
Deutsches Elektronen Synchrotron,Germany,53.573032,9.880975
Google,United States,37.09024,-95.712891
"Beijing DingDang 72 Transformations Network Technology Co., Ltd.",China,39.904211,116.407395
"New Jersey Institute of Technology, MILA",Canada,56.130366,-106.346771
"University of Bristol, UK",United Kingdom,51.4585376,-2.6021758
Jai Narain Vyas University,India,26.2660552,73.03346359999999
East China Normal University,China,31.227667,121.406829
Université Paris Cité,France,48.8555506,2.3318549
Max-Planck Institute for Intelligent Systems,Germany,48.7468939,9.0805141
Johns Hopkins University School of Public Health,United States,39.2982897,-76.590198
Capital One,United States,37.09024,-95.712891
babylon health,United Kingdom,55.378051,-3.435973
Allen Institute for AI,USA,37.09024,-95.712891
"Dajiang Innovation Technology Co., Ltd",China,35.86166,104.195397
"Indian Institute of Technology, Hyderabad, Dhirubhai Ambani Institute Of Information and Communication Technology",India,17.406498,78.47724389999999
University of Basel,Switzerland,47.5585281,7.5838692
"California Polytechnic State University, San Luis Obispo",United States,35.3050053,-120.6624942
Yamaguchi University,Japan,34.1486699,131.46792
Beijing Normal University,China,39.9619537,116.3662615
University of Evansville,United States,37.9734113,-87.5321724
FZI Forschungszentrum Informatik,Germany,49.0119118,8.425438600000001
Microsoft GenAI,USA,37.09024,-95.712891
University of Rochester Medical Center,United States,43.1230503,-77.6269403
INRAE,France,46.227638,2.213749
Technion,Israel,32.7767783,35.0231271
"Department of Computer Science, University of Toronto",Canada,43.6595745,-79.3973729
University of Allahabad,India,25.4711537,81.8647787
New York University,United States,40.72951339999999,-73.9964609
Woven Planet,Japan,,
National Yang-Ming Chiao Tung University,Taiwan,24.7868862,120.9974969
Peng Cheng Laboratory,China,22.5735938,113.9445153
Patronus AI,NA,,
"Center for Statistical Science, Tsinghua University",China,35.86166,104.195397
FAR,France,46.227638,2.213749
Dyson Robot Learning Lab,Singapore,1.352083,103.819836
National Cancer Center Graduate School of Cancer Science and Policy,Japan,36.204824,138.252924
Université Grenobel Alpes,France,45.1915639,5.7672336
N/A,NA,,
"Northwestern University, Northwestern University",United States,42.0564594,-87.67526699999999
Chinese PLA General hospital,China,35.86166,104.195397
"UMR 518 MIA-PS, INRAE, Université Paris-Saclay",France,48.73668,2.180034
DEVCOM Army Research Laboratory,United States,37.09024,-95.712891
shanghai university of finance and economics,China,31.306594,121.494038
Chongqing University,China,29.56488,106.468097
Army Research Laboratory,United States,37.09024,-95.712891
Dartmouth College,United States,43.7044406,-72.2886934
ONERA,France,48.7151864,2.2327124
Huawei Canada Research Center,Canada,43.8507858,-79.36253230000001
University of Geneva,Switzerland,46.199444,6.1451157
Swiss Data Science Center,Switzerland,47.3792565,8.5479313
NAVER Clova,South Korea,35.907757,127.766922
Caritas Institute of Higher Education,Hong Kong,22.3035509,114.2507898
Ben-Gurion University,Israel,31.261426,34.7995546
Universität Innsbruck,Austria,47.26335419999999,11.3838006
"KRAFTON, Inc.",South Korea,35.907757,127.766922
Universität Stuttgart,Germany,48.7758459,9.1829321
University of Michigan - Ann Arbor,USA,42.277145,-83.7382071
National University of Defense Technology,China,35.86166,104.195397
Meta Artificial Intelligence Research,USA,37.09024,-95.712891
Sony,Japan,36.204824,138.252924
Hochschule Darmstadt,Germany,49.86729529999999,8.6381904
Stanford University,United States,37.42766,-122.17006
Laval university,Canada,46.78174629999999,-71.2747424
Sensetime,China,35.86166,104.195397
"International Digital Economy Academy, International Digital Economy Academy",Russia,61.52401,105.318756
The Institute of Statistical Mathematics,Japan,35.7126264,139.4089222
Snap Inc.,United States,34.0162081,-118.4537586
Institute of Computing Technology,China,35.86166,104.195397
Bosch,Germany,51.165691,10.451526
"University of California, Berkeley",United States,37.87015100000001,-122.2594606
University of Texas at Arlington,United States,32.735687,-97.10806559999999
RealAI,NA,,
"University of Missouri, Columbia",United States,38.9403808,-92.32773750000001
"University of Oslo, Norway",Norway,59.9404992,10.7215296
Toyota Research Institute,Japan,36.204824,138.252924
"Samsung - SAIT AI Lab, Montreal",Canada,45.5018869,-73.56739189999999
University of Grenoble-Alpes,France,45.1915639,5.7672336
Ubisoft,France,46.227638,2.213749
KRAFTON,South Korea,35.907757,127.766922
"Department of Computer Science, Humboldt University Berlin, Humboldt Universität Berlin",Germany,52.517883,13.3936551
Commonwealth Bank of Australia,Australia,-25.274398,133.775136
Weizmann Institute,Israel,31.90375409999999,34.8080315
University of Electronic Science and Technology of China,China,30.6624863,104.1021662
Colorado School of Mines,United States,39.7510475,-105.2225708
Bernstein center for computational neuroscience,USA,37.09024,-95.712891
OpenAI,USA,37.09024,-95.712891
JD Explore Academy,NA,,
"University of California, Merced",United States,37.3647584,-120.4260375
"Computer Vision Center, Universitat Autónoma de Barcelona",Spain,41.5021421,2.1038536
Alloy Therapeutics,USA,42.3887746,-71.2649623
ITMO,Russia,59.95717999999999,30.3083389
London School of Economics,United Kingdom,51.5072178,-0.1275862
MiHoYo,China,35.86166,104.195397
Thapar Institute of Engineering and Technology,India,30.3564242,76.3647012
University of Bristol,United Kingdom,51.4585376,-2.6021758
CSIRO,Australia,-25.274398,133.775136
French National Center for Scientific Research,France,46.227638,2.213749
"Khalifa University of Science, Technology and Research",United Arab Emirates,25.3542829,55.3990626
"Nanjing University, Tsinghua University",China,32.0583799,118.79647
South University of Science and Technology,China,35.86166,104.195397
University of Tromsø,Norway,69.6798027,18.9712162
Tencent,China,35.86166,104.195397
Indiana University Bloomington,United States,39.1682449,-86.52300729999999
Kangma Biotech,China,35.86166,104.195397
Friedrich-Alexander University Erlangen-Nuernberg,Germany,49.5979117,11.0045437
Institute of Information Engineering,China,39.97426,116.21589
DisneyResearch|Studios,USA,37.09024,-95.712891
SUNY Upstate Medical University,United States,43.04212950000001,-76.139862
DataBricks,USA,37.09024,-95.712891
"Department of Computer Science, University of Illinois at Urbana-Champaign",United States,40.1019523,-88.2271615
Broad Institute,USA,42.3628314,-71.0888228
"School of Mathematical Sciences, Peking University",China,39.990448,116.313392
Kyutai,Japan,36.204824,138.252924
University of Turin,Italy,45.0696528,7.689051699999998
AntGroup,China,35.86166,104.195397
Microsoft Research NYC,USA,40.7248575,-73.9958352
SenseTime Group Ltd,China,35.86166,104.195397
Karolinska Institutet,Sweden,59.34814839999999,18.0236578
Cognizant AI Labs,USA,37.09024,-95.712891
The University of Tokyo,Japan,35.7138151,139.7627372
San Jose State University,United States,37.3351874,-121.8810715
Imperial College London,United Kingdom,51.49882220000001,-0.1748735
university of colorado at boulder,United States,40.0073499,-105.2659871
"Paul G. Allen School of Computer Science & Engineering, University of Washington",United States,47.65464069999999,-122.3074579
Fujitsu Research of Europe Ltd,United Kingdom,51.5059864,-0.5963446000000001
Korea Research Institute of Chemical Technology,South Korea,36.3881394,127.3602737
"Leiden University, Leiden University",Netherlands,52.156569,4.4866564
MMLab of CUHK & Shanghai AI Laboratory,China,31.230416,121.473701
Chongqing University of Posts and Telecommunications,China,29.535171,106.605308
Université de Strasbourg,France,48.5790692,7.766454499999999
University of Ljubljana,Slovenia,46.0491938,14.5041552
University of Salzburg,Austria,47.7972387,13.0480985
Mohamed Bin Zayed University of Artificial Intelligence,United Arab Emirates,23.424076,53.847818
MIT-IBM Watson AI Lab,USA,42.3623042,-71.086727
U. S. Naval Research Laboratory,United States,38.8228267,-77.0178932
NVIDIA AI,USA,37.09024,-95.712891
2nd Military Medical University,China,35.86166,104.195397
MILA-UdeM,Canada,45.5307147,-73.6135931
"University of Roma ""La Sapienza""",Italy,41.8967068,12.4822025
Western Digital Corporation,United States,37.09024,-95.712891
ULB,Belgium,50.8132068,4.3822222
Universidade Estadual de Campinas,Brazil,-22.8184393,-47.0647206
University of Massachusetts Amherst,United States,42.3873167,-72.53142179999999
ServiceNow Research,USA,37.09024,-95.712891
School of Education Pisa,Italy,43.72283849999999,10.4017581
LMU,Germany,48.1509185,11.5798609
Beijing University of Post and Telecommunication,China,39.962796,116.358103
University of Minnesota Duluth,United States,46.8195917,-92.0831108
"Mila, McGill University",Canada,45.50478469999999,-73.5771511
Kakaobrain,NA,,
Jawaharlal Nehru Centre for Advanced  Scientific Research,India,13.068087,77.6102647
AI lab,NA,,
"Xi'an Jiaotong University, Tsinghua University",China,34.2658138,108.9540936
UKRI Turing AI Fellow,United Kingdom,55.378051,-3.435973
Alan Turing Institute,United Kingdom,51.5293496,-0.1275516
Raytheon Technologies,United States,37.09024,-95.712891
FutureHouse,NA,,
"Computer Science, School of Engineering and Applied Sciences",NA,43.0028367,-78.7875948
Chongqing University of Post and Telecommunications,China,29.535171,106.605308
New School for Social Research - Parsons School of Design,United States,40.7351297,-73.9944837
"University of Tsukuba, Tsukuba University",Japan,36.1115983,140.1043295
Imeprial College London,United Kingdom,51.49882220000001,-0.1748735
Intelligent Science & Technology Academy of CASIC,China,,
UCLA,United States,34.0699182,-118.4438495
Science and Technology Facilities Council,United Kingdom,51.5726621,-1.3159226
VUNO Inc.,South Korea,35.907757,127.766922
"Central South University, China",China,28.16437,112.93251
University of Illinois at Urbana Champaign,United States,40.1019523,-88.2271615
Monash University,Australia,-37.9142416,145.1346592
Microsoft Research,United States,37.09024,-95.712891
UiT The Arctic University of Norway,Norway,69.6798027,18.9712162
"CyberAgent, Inc.",Japan,36.204824,138.252924
"School of Computer Science, Tel Aviv University",Israel,32.113496,34.803609
Ulsan University,South Korea,35.5437411,129.2562843
Technion - Israel Institute of Technology,Israel,32.7767783,35.0231271
University of California-Los Angeles,United States,34.0699182,-118.4438495
University of Illinois Chicago,United States,41.8686034,-87.6484377
Huawei Technologies Canada,Canada,43.8507858,-79.36253230000001
"Courant Institute of Mathematical Sciences, New York University",United States,40.7286908,-73.99565969999999
University of Kentucky,United States,38.0306511,-84.5039697
Granica,Poland,52.2865511,20.4436737
"Qualcomm Inc, Qualcomm",USA,37.09024,-95.712891
FAR AI,NA,,
Université Paris-Saclay,France,48.7098718,2.1666978
Sandia National Laboratories,United States,37.09024,-95.712891
University of Wisconsin-Madison,United States,43.076592,-89.4124875
Angelalign Tech.,China,35.86166,104.195397
LPSM,France,46.227638,2.213749
Tsinghua University,China,39.9996674,116.3264439
Hefei University of Technology,China,31.821994,117.28059
ServiceNow research,USA,37.09024,-95.712891
Salk Institute,United States,32.8873915,-117.2453427
CNAI,NA,,
Scuola Normale Superiore,Italy,43.719601,10.40033
Cohere AI,USA,37.09024,-95.712891
"Institute for Infocomm Research, A*STAR",Singapore,1.2988926,103.7873107
"School of Computation, Information and Technology, Technische Universität München",Germany,48.1487646,11.5681764
California Institute of Technology,United States,34.1376576,-118.125269
Chinese University of Hong Kong (Shenzhen),China,22.419625,114.2067606
Generally Intelligent,NA,,
Yokohama National University,Japan,35.4732806,139.5908372
SenseTime Group,China,35.86166,104.195397
California Academy of Sciences,United States,37.7698646,-122.4660947
CUNY City College,United States,40.8200471,-73.9492724
"School of Computer Science and  Engineering, Nanyang Technological University",Singapore,1.3461557,103.6820426
Jadavpur University,India,22.4988822,88.3714123
Zoox,USA,37.09024,-95.712891
Universität Hildesheim,Germany,52.1338812,9.9762439
Jiangxi Normal University,China,28.6785,116.031212
"INSAIT, Sofia University",Bulgaria,42.6703488,23.3717729
Guangzhou University,China,23.2759012,113.6721525
ByteDance Inc.,China,35.86166,104.195397
"University of Electronic Science and Technology of China, Tsinghua University",China,35.86166,104.195397
"Rutgers University, New Brunswick",United States,40.5008405,-74.44741739999999
Ewha Womans University,South Korea,37.5618588,126.9468339
Karlsruher Institut für Technologie,Germany,49.0134017,8.415165
Harvard Medical School,United States,42.3356451,-71.104215
"Max-Planck-Institute for Informatics, Saarland Informatics Campus",Germany,49.257775,7.04602
University of Hawaii System,United States,21.2973159,-157.8199094
Google/DeepMind,United Kingdom,55.378051,-3.435973
Center for Advanced Systems Understanding,Germany,51.1568562,14.9906176
Timaeus,Greece,39.074208,21.824312
Shimane University,Japan,35.4848668,133.0672198
SAS Institute Inc.,USA,37.09024,-95.712891
AWS AI Labs,USA,37.09024,-95.712891
Amazon,USA,37.09024,-95.712891
Australian National University,Australia,-35.2812533,149.1183238
charactr,NA,,
"Indraprastha Institute of Information Technology, Delhi",India,28.5458541,77.2731762
Universitat de les Illes Balears,Spain,39.6395174,2.6446013
South University of Science and Technology of China,China,22.593969,113.99894
J.P. Morgan Chase,United States,37.09024,-95.712891
Shanghai AI Laboratory,China,31.230416,121.473701
RIKEN,Japan,36.204824,138.252924
CERN,Switzerland,46.2329733,6.0555723
Liaoning Technical University,China,42.0246381,121.665593
Minjiang University,China,26.064704,119.169116
"Hebrew University, Hebrew University of Jerusalem",Israel,31.7945578,35.2414009
Nanjing Normal University,China,32.054943,118.764947
Osaka University,Japan,34.8220139,135.5244676
"gineering, Hong Kong University of Science and Technology",China,22.3193039,114.1693611
"Saarland University, Saarland University",Germany,49.255122,7.040951400000001
University of Adelaide,Australia,-34.9284989,138.6007456
Lenovo Research,China,35.86166,104.195397
Nexar,NA,,
Western University,Canada,43.0095971,-81.2737336
The University of North Carolina at Chapel Hill,United States,35.9049122,-79.0469134
Simons Institute for the Theory of Computing,USA,37.8709969,-122.2539394
"Institute of Automation, Chinese Academy of Sciences",China,39.980196,116.333305
Worcester Polytechnic Institute,United States,42.2746179,-71.8068416
Université du Québec à Rimouski,Canada,48.4525478,-68.5121012
"RWTH Aachen University, Rheinisch Westfälische Technische Hochschule Aachen",Germany,50.7775413,6.077485299999999
South China University of Technology,China,35.86166,104.195397
Ruprecht-Karls-Universität Heidelberg,Germany,49.41066,8.706554299999999
", Université Paris-Dauphine (Paris IX)",France,48.8701419,2.2736197
University of Wisconsin - Stout,United States,44.8716186,-91.9267041
Tencent AI Lab Seattle,China,47.6061389,-122.3328481
TU Delft,Netherlands,52.0021919,4.3735766
NVIDIA,USA,,
Hikvision Research Institute,China,35.86166,104.195397
Intelligent Game and Decision Lab (IGDL),NA,,
INRIA,France,48.8370198,2.1031187
HuggingFace,USA,37.09024,-95.712891
"College of Information and Computer Science, University of Massachusetts, Amherst",United States,42.3873167,-72.53142179999999
Recursion,NA,,
Beijing University of Aeronautics and Astronautics,China,39.9843568,116.3446392
Université Paris-Est,France,48.8407791,2.5873259
Kuaishou Inc.,China,35.86166,104.195397
Washington State University,United States,46.7295265,-117.1803059
BMW Group,Germany,51.165691,10.451526
Washington University in Saint Louis,United States,38.6487895,-90.31079620000001
University of Vienna,Austria,48.21318549999999,16.3600504
University of Verona,Italy,45.4365011,11.0032198
TU Wien,Austria,48.1986546,16.3684626
Institute of Science and Technology,NA,,
"CIIRC, Czech Technical University, Czech Technical University of Prague",Czech,50.1027447,14.3947004
Ukrainian Catholic University,Ukraine,49.82299399999999,24.037498
"School of Software, Tsinghua University, Tsinghua University",China,39.9996674,116.3264439
Open University of Cyprus,Cyprus,35.1130681,33.3774119
The Chinese University of Hong,China,,
Sensetime Research,China,35.86166,104.195397
Wellcome Sanger Institute,United Kingdom,52.0785372,0.1863279
shopee,Singapore,,
Johns Hopkins University Applied Physics Laboratory,United States,39.1629332,-76.8994536
NAVER CLOUD,South Korea,35.907757,127.766922
"Disney Research, Disney",USA,28.3771857,-81.57074
Yandex,Russia,61.52401,105.318756
Humboldt Universität Berlin,Germany,52.517883,13.3936551
"Massachusetts General Hospital, Harvard University",United States,42.3744368,-71.1182488
"School of Engineering and Applied Sciences, Harvard University",United States,42.3633027,-71.12604209999999
ByteDance inc.,China,35.86166,104.195397
Harvey Mudd College,United States,34.1060906,-117.7086431
University of Louisiana at Lafeyette,United States,30.211991,-92.019914
National Cheng Kung University,Taiwan,22.998955,120.2171461
Oracle,USA,37.09024,-95.712891
The University of Texas at Austin,United States,30.2894713,-97.7367917
Télécom Paris,France,48.71324629999999,2.2002358
University of Manchester,United Kingdom,53.4668498,-2.2338837
ByteDance AI Lab,China,35.86166,104.195397
Utdallas,USA,32.9856977,-96.7502473
China Academy of Art,China,30.243379,120.160433
University of St Andrews,Scotland,56.3397753,-2.7967214
"Chinese University of Hong Kong, The Chinese University of Hong Kong",Hong Kong,22.419625,114.2067606
Mila,Russia,61.52401,105.318756
"national university of singaore, National University of Singapore",Singapore,1.352083,103.819836
UCLA,United States,34.0699182,-118.4438495
University Health Network,Canada,43.658383,-79.3871905
"School of Computer Science, Peking University",China,39.990375,116.313049
TU Dresden,Germany,51.0285861,13.7313505
Owkin,France,48.8712068,2.3463813
OriginAI,NA,,
Fraunhofer IIS,Germany,49.5474401,11.0199147
Roche Diagnostics GmbH,Germany,49.52927889999999,8.4690026
Tencent,China,35.86166,104.195397
"Manning College of Information and Computer Sciences, University of Massachusetts Amherst",United States,42.39508,-72.531313
Temple University,United States,39.9811911,-75.1553563
Ecole Polytechnique,France,48.7142971,2.2112917
"Center for Integrative Neuroscience, University of Tübingen",Germany,48.5317049,9.0415485
Pontificia Universidad Catolica de Chile,Chile,-33.4422709,-70.64054639999999
McMaster University,Canada,43.2613506,-79.9197003
Queen's University Belfast,Northern Ireland,54.5844087,-5.9340494
Institute of Automation of，Chinese Academy of Sciences,China,39.9106327,116.3356321
ByteDance Ltd,China,35.86166,104.195397
KRAFTON Inc,South Korea,35.907757,127.766922
LG Display,South Korea,35.907757,127.766922
Ecole polytechnique,France,48.7142971,2.2112917
"Department of Computer Science and Engineering, Hong Kong University of Science and Technology",Hong Kong,22.3374847,114.2633989
TCS Research & Innovation,India,20.593684,78.96288
"Department of Computer Science, University of Chicago",United States,41.8708057,-87.65048279999999
Xidian University,China,35.86166,104.195397
Altos Labs,USA,37.09024,-95.712891
University of Venice,Italy,45.4345385,12.3263858
Chinese Academy of Sciences,China,39.9106327,116.3356321
Orcam,South Africa,-30.559482,22.937506
Isfahan University of Technology,Iran,32.7177328,51.5258782
Raffle.ai,NA,55.6847132,12.5953425
"University of California, San Diego",United States,32.881168,-117.2343605
"Electronic Engineering, Tsinghua University, Tsinghua University",China,39.9996674,116.3264439
IRD,France,48.914181,2.4854087
Zhejiang University & Westlake University,China,30.30868439999999,120.0864995
Zhihu,China,35.86166,104.195397
Sony Computer Science Laboratories Inc (Tokyo),Japan,35.6260339,139.730269
University of South Carolina,United States,33.9937575,-81.0299186
