,Institution,Country,Latitude,Longitude,Affiliation,Count,geometry
643,University of Rochester Medical Center,United States,43.1230503,-77.6269403,University of Rochester Medical Center,1.0,POINT (-77.6269403 43.1230503)
644,INRAE,France,46.227638,2.213749,INRAE,1.0,POINT (2.213749 46.227638)
645,Technion,Israel,32.7767783,35.0231271,Technion,17.0,POINT (35.0231271 32.7767783)
646,"Department of Computer Science, University of Toronto",Canada,43.6595745,-79.3973729,"Department of Computer Science, University of Toronto",59.0,POINT (-79.3973729 43.6595745)
647,University of Allahabad,India,25.4711537,81.8647787,University of Allahabad,1.0,POINT (81.8647787 25.4711537)
648,New York University,United States,40.72951339999999,-73.9964609,New York University,279.0,POINT (-73.9964609 40.72951339999999)
649,National Yang-Ming Chiao Tung University,Taiwan,24.7868862,120.9974969,National Yang-Ming Chiao Tung University,1.0,POINT (120.9974969 24.7868862)
650,Peng Cheng Laboratory,China,22.5735938,113.9445153,Peng Cheng Laboratory,14.0,POINT (113.9445153 22.5735938)
651,"Center for Statistical Science, Tsinghua University",China,35.86166,104.195397,"Center for Statistical Science, Tsinghua University",1.0,POINT (104.195397 35.86166)
652,FAR,France,46.227638,2.213749,FAR,1.0,POINT (2.213749 46.227638)
653,Dyson Robot Learning Lab,Singapore,1.352083,103.819836,Dyson Robot Learning Lab,1.0,POINT (103.819836 1.352083)
654,National Cancer Center Graduate School of Cancer Science and Policy,Japan,36.204824,138.252924,,1.0,POINT (138.252924 36.204824)
655,Université Grenobel Alpes,France,45.1915639,5.7672336,Université Grenobel Alpes,2.0,POINT (5.7672336 45.1915639)
656,"Northwestern University, Northwestern University",United States,42.0564594,-87.67526699999999,"Northwestern University, Northwestern University",9.0,POINT (-87.67526699999999 42.0564594)
657,Chinese PLA General hospital,China,35.86166,104.195397,Chinese PLA General hospital,1.0,POINT (104.195397 35.86166)
658,"UMR 518 MIA-PS, INRAE, Université Paris-Saclay",France,48.73668,2.180034,,1.0,POINT (2.180034 48.73668)
659,DEVCOM Army Research Laboratory,United States,37.09024,-95.712891,DEVCOM Army Research Laboratory,2.0,POINT (-95.712891 37.09024)
660,shanghai university of finance and economics,China,31.306594,121.494038,,1.0,POINT (121.494038 31.306594)
661,Chongqing University,China,29.56488,106.468097,Chongqing University,11.0,POINT (106.468097 29.56488)
662,Army Research Laboratory,United States,37.09024,-95.712891,Army Research Laboratory,2.0,POINT (-95.712891 37.09024)
663,Dartmouth College,United States,43.7044406,-72.2886934,Dartmouth College,39.0,POINT (-72.2886934 43.7044406)
664,ONERA,France,48.7151864,2.2327124,ONERA,1.0,POINT (2.2327124 48.7151864)
665,Huawei Canada Research Center,Canada,43.8507858,-79.36253230000001,Huawei Canada Research Center,1.0,POINT (-79.36253230000001 43.8507858)
666,University of Geneva,Switzerland,46.199444,6.1451157,University of Geneva,10.0,POINT (6.1451157 46.199444)
667,Swiss Data Science Center,Switzerland,47.3792565,8.5479313,Swiss Data Science Center,5.0,POINT (8.5479313 47.3792565)
668,NAVER Clova,South Korea,35.907757,127.766922,NAVER Clova,2.0,POINT (127.766922 35.907757)
669,Caritas Institute of Higher Education,Hong Kong,22.3035509,114.2507898,Caritas Institute of Higher Education,1.0,POINT (114.2507898 22.3035509)
670,Ben-Gurion University,Israel,31.261426,34.7995546,Ben-Gurion University,1.0,POINT (34.7995546 31.261426)
671,Universität Innsbruck,Austria,47.26335419999999,11.3838006,Universität Innsbruck,5.0,POINT (11.3838006 47.26335419999999)
672,"KRAFTON, Inc.",South Korea,35.907757,127.766922,"KRAFTON, Inc.",2.0,POINT (127.766922 35.907757)
673,Universität Stuttgart,Germany,48.7758459,9.1829321,Universität Stuttgart,16.0,POINT (9.1829321 48.7758459)
674,University of Michigan - Ann Arbor,USA,42.277145,-83.7382071,University of Michigan - Ann Arbor,116.0,POINT (-83.7382071 42.277145)
675,National University of Defense Technology,China,35.86166,104.195397,National University of Defense Technology,70.0,POINT (104.195397 35.86166)
676,Meta Artificial Intelligence Research,USA,37.09024,-95.712891,Meta Artificial Intelligence Research,2.0,POINT (-95.712891 37.09024)
677,Sony,Japan,36.204824,138.252924,Sony,3.0,POINT (138.252924 36.204824)
678,Hochschule Darmstadt,Germany,49.86729529999999,8.6381904,,1.0,POINT (8.6381904 49.86729529999999)
679,Stanford University,United States,37.42766,-122.17006,Stanford University,802.0,POINT (-122.17006 37.42766)
680,Laval university,Canada,46.78174629999999,-71.2747424,Laval university,3.0,POINT (-71.2747424 46.78174629999999)
681,Sensetime,China,35.86166,104.195397,Sensetime,7.0,POINT (104.195397 35.86166)
682,"International Digital Economy Academy, International Digital Economy Academy",Russia,61.52401,105.318756,"International Digital Economy Academy, International Digital Economy Academy",3.0,POINT (105.318756 61.52401)
683,The Institute of Statistical Mathematics,Japan,35.7126264,139.4089222,The Institute of Statistical Mathematics,2.0,POINT (139.4089222 35.7126264)
684,Snap Inc.,United States,34.0162081,-118.4537586,Snap Inc.,48.0,POINT (-118.4537586 34.0162081)
685,Institute of Computing Technology,China,35.86166,104.195397,Institute of Computing Technology,5.0,POINT (104.195397 35.86166)
686,Bosch,Germany,51.165691,10.451526,Bosch,10.0,POINT (10.451526 51.165691)
687,"University of California, Berkeley",United States,37.87015100000001,-122.2594606,"University of California, Berkeley",286.0,POINT (-122.2594606 37.87015100000001)
688,University of Texas at Arlington,United States,32.735687,-97.1080656,University of Texas at Arlington,8.0,POINT (-97.1080656 32.735687)
689,"University of Missouri, Columbia",United States,38.9403808,-92.3277375,"University of Missouri, Columbia",1.0,POINT (-92.3277375 38.9403808)
690,"University of Oslo, Norway",Norway,59.9404992,10.7215296,"University of Oslo, Norway",1.0,POINT (10.7215296 59.9404992)
691,Toyota Research Institute,Japan,36.204824,138.252924,Toyota Research Institute,12.0,POINT (138.252924 36.204824)
692,"Samsung - SAIT AI Lab, Montreal",Canada,45.5018869,-73.56739189999999,"Samsung - SAIT AI Lab, Montreal",7.0,POINT (-73.56739189999999 45.5018869)
693,University of Grenoble-Alpes,France,45.1915639,5.7672336,University of Grenoble-Alpes,2.0,POINT (5.7672336 45.1915639)
694,Ubisoft,France,46.227638,2.213749,Ubisoft,1.0,POINT (2.213749 46.227638)
695,KRAFTON,South Korea,35.907757,127.766922,KRAFTON,8.0,POINT (127.766922 35.907757)
696,"Department of Computer Science, Humboldt University Berlin, Humboldt Universität Berlin",Germany,52.517883,13.3936551,,1.0,POINT (13.3936551 52.517883)
697,Commonwealth Bank of Australia,Australia,-25.274398,133.775136,Commonwealth Bank of Australia,1.0,POINT (133.775136 -25.274398)
698,Weizmann Institute,Israel,31.90375409999999,34.8080315,Weizmann Institute,5.0,POINT (34.8080315 31.90375409999999)
699,University of Electronic Science and Technology of China,China,30.6624863,104.1021662,University of Electronic Science and Technology of China,73.0,POINT (104.1021662 30.6624863)
700,Colorado School of Mines,United States,39.7510475,-105.2225708,,1.0,POINT (-105.2225708 39.7510475)
701,Bernstein center for computational neuroscience,USA,37.09024,-95.712891,Bernstein center for computational neuroscience,1.0,POINT (-95.712891 37.09024)
702,OpenAI,USA,37.09024,-95.712891,OpenAI,57.0,POINT (-95.712891 37.09024)
703,"University of California, Merced",United States,37.3647584,-120.4260375,"University of California, Merced",8.0,POINT (-120.4260375 37.3647584)
704,"Computer Vision Center, Universitat Autónoma de Barcelona",Spain,41.5021421,2.1038536,"Computer Vision Center, Universitat Autónoma de Barcelona",4.0,POINT (2.1038536 41.5021421)
705,Alloy Therapeutics,USA,42.3887746,-71.2649623,Alloy Therapeutics,1.0,POINT (-71.2649623 42.3887746)
706,ITMO,Russia,59.95717999999999,30.3083389,,1.0,POINT (30.3083389 59.95717999999999)
707,London School of Economics,United Kingdom,51.5072178,-0.1275862,London School of Economics,9.0,POINT (-0.1275862 51.5072178)
708,MiHoYo,China,35.86166,104.195397,,1.0,POINT (104.195397 35.86166)
709,Thapar Institute of Engineering and Technology,India,30.3564242,76.3647012,Thapar Institute of Engineering and Technology,1.0,POINT (76.3647012 30.3564242)
710,University of Bristol,United Kingdom,51.4585376,-2.6021758,University of Bristol,34.0,POINT (-2.6021758 51.4585376)
711,CSIRO,Australia,-25.274398,133.775136,CSIRO,8.0,POINT (133.775136 -25.274398)
712,French National Center for Scientific Research,France,46.227638,2.213749,French National Center for Scientific Research,7.0,POINT (2.213749 46.227638)
713,"Khalifa University of Science, Technology and Research",United Arab Emirates,25.3542829,55.3990626,"Khalifa University of Science, Technology and Research",3.0,POINT (55.3990626 25.3542829)
714,"Nanjing University, Tsinghua University",China,32.0583799,118.79647,"Nanjing University, Tsinghua University",2.0,POINT (118.79647 32.0583799)
715,South University of Science and Technology,China,35.86166,104.195397,South University of Science and Technology,1.0,POINT (104.195397 35.86166)
716,University of Tromsø,Norway,69.6798027,18.9712162,University of Tromsø,3.0,POINT (18.9712162 69.6798027)
717,Tencent,China,35.86166,104.195397,Tencent,75.0,POINT (104.195397 35.86166)
718,Indiana University Bloomington,United States,39.1682449,-86.52300729999999,,1.0,POINT (-86.52300729999999 39.1682449)
719,Kangma Biotech,China,35.86166,104.195397,Kangma Biotech,1.0,POINT (104.195397 35.86166)
720,Friedrich-Alexander University Erlangen-Nuernberg,Germany,49.5979117,11.0045437,Friedrich-Alexander University Erlangen-Nuernberg,1.0,POINT (11.0045437 49.5979117)
721,Institute of Information Engineering,China,39.97426,116.21589,,1.0,POINT (116.21589 39.97426)
722,DisneyResearch|Studios,USA,37.09024,-95.712891,DisneyResearch|Studios,1.0,POINT (-95.712891 37.09024)
723,SUNY Upstate Medical University,United States,43.04212950000001,-76.139862,SUNY Upstate Medical University,1.0,POINT (-76.139862 43.04212950000001)
724,DataBricks,USA,37.09024,-95.712891,DataBricks,2.0,POINT (-95.712891 37.09024)
725,"Department of Computer Science, University of Illinois at Urbana-Champaign",United States,40.1019523,-88.2271615,"Department of Computer Science, University of Illinois at Urbana-Champaign",9.0,POINT (-88.2271615 40.1019523)
726,Broad Institute,USA,42.3628314,-71.0888228,Broad Institute,10.0,POINT (-71.0888228 42.3628314)
727,"School of Mathematical Sciences, Peking University",China,39.990448,116.313392,,1.0,POINT (116.313392 39.990448)
728,Kyutai,Japan,36.204824,138.252924,Kyutai,1.0,POINT (138.252924 36.204824)
729,University of Turin,Italy,45.0696528,7.689051699999998,,1.0,POINT (7.689051699999998 45.0696528)
730,AntGroup,China,35.86166,104.195397,AntGroup,8.0,POINT (104.195397 35.86166)
731,Microsoft Research NYC,USA,40.7248575,-73.9958352,Microsoft Research NYC,4.0,POINT (-73.9958352 40.7248575)
732,SenseTime Group Ltd,China,35.86166,104.195397,SenseTime Group Ltd,2.0,POINT (104.195397 35.86166)
733,Karolinska Institutet,Sweden,59.34814839999999,18.0236578,Karolinska Institutet,1.0,POINT (18.0236578 59.34814839999999)
734,Cognizant AI Labs,USA,37.09024,-95.712891,Cognizant AI Labs,1.0,POINT (-95.712891 37.09024)
735,The University of Tokyo,Japan,35.7138151,139.7627372,The University of Tokyo,86.0,POINT (139.7627372 35.7138151)
736,San Jose State University,United States,37.3351874,-121.8810715,San Jose State University,1.0,POINT (-121.8810715 37.3351874)
737,Imperial College London,United Kingdom,51.49882220000001,-0.1748735,Imperial College London,95.0,POINT (-0.1748735 51.49882220000001)
738,university of colorado at boulder,United States,40.0073499,-105.2659871,university of colorado at boulder,2.0,POINT (-105.2659871 40.0073499)
739,"Paul G. Allen School of Computer Science & Engineering, University of Washington",United States,47.65464069999999,-122.3074579,"Paul G. Allen School of Computer Science & Engineering, University of Washington",1.0,POINT (-122.3074579 47.65464069999999)
740,Fujitsu Research of Europe Ltd,United Kingdom,51.5059864,-0.5963446000000001,Fujitsu Research of Europe Ltd,1.0,POINT (-0.5963446000000001 51.5059864)
741,Korea Research Institute of Chemical Technology,South Korea,36.3881394,127.3602737,Korea Research Institute of Chemical Technology,1.0,POINT (127.3602737 36.3881394)
742,"Leiden University, Leiden University",Netherlands,52.156569,4.4866564,"Leiden University, Leiden University",4.0,POINT (4.4866564 52.156569)
743,MMLab of CUHK & Shanghai AI Laboratory,China,31.230416,121.473701,MMLab of CUHK & Shanghai AI Laboratory,7.0,POINT (121.473701 31.230416)
744,Chongqing University of Posts and Telecommunications,China,29.535171,106.605308,Chongqing University of Posts and Telecommunications,1.0,POINT (106.605308 29.535171)
745,Université de Strasbourg,France,48.5790692,7.766454499999999,,1.0,POINT (7.766454499999999 48.5790692)
746,University of Ljubljana,Slovenia,46.0491938,14.5041552,University of Ljubljana,1.0,POINT (14.5041552 46.0491938)
747,University of Salzburg,Austria,47.7972387,13.0480985,University of Salzburg,4.0,POINT (13.0480985 47.7972387)
748,Mohamed Bin Zayed University of Artificial Intelligence,United Arab Emirates,23.424076,53.847818,Mohamed Bin Zayed University of Artificial Intelligence,1.0,POINT (53.847818 23.424076)
749,MIT-IBM Watson AI Lab,USA,42.3623042,-71.086727,MIT-IBM Watson AI Lab,15.0,POINT (-71.086727 42.3623042)
750,U. S. Naval Research Laboratory,United States,38.8228267,-77.0178932,U. S. Naval Research Laboratory,4.0,POINT (-77.0178932 38.8228267)
751,NVIDIA AI,USA,37.09024,-95.712891,NVIDIA AI,3.0,POINT (-95.712891 37.09024)
752,2nd Military Medical University,China,35.86166,104.195397,2nd Military Medical University,1.0,POINT (104.195397 35.86166)
753,MILA-UdeM,Canada,45.5307147,-73.6135931,MILA-UdeM,4.0,POINT (-73.6135931 45.5307147)
754,"University of Roma ""La Sapienza""",Italy,41.8967068,12.4822025,"University of Roma ""La Sapienza""",22.0,POINT (12.4822025 41.8967068)
755,Western Digital Corporation,United States,37.09024,-95.712891,Western Digital Corporation,2.0,POINT (-95.712891 37.09024)
756,ULB,Belgium,50.8132068,4.3822222,ULB,1.0,POINT (4.3822222 50.8132068)
757,Universidade Estadual de Campinas,Brazil,-22.8184393,-47.0647206,Universidade Estadual de Campinas,3.0,POINT (-47.0647206 -22.8184393)
758,University of Massachusetts Amherst,United States,42.3873167,-72.53142179999999,University of Massachusetts Amherst,17.0,POINT (-72.53142179999999 42.3873167)
759,ServiceNow Research,USA,37.09024,-95.712891,ServiceNow Research,8.0,POINT (-95.712891 37.09024)
760,School of Education Pisa,Italy,43.72283849999999,10.4017581,School of Education Pisa,1.0,POINT (10.4017581 43.72283849999999)
761,LMU,Germany,48.1509185,11.5798609,LMU,4.0,POINT (11.5798609 48.1509185)
762,Beijing University of Post and Telecommunication,China,39.962796,116.358103,Beijing University of Post and Telecommunication,8.0,POINT (116.358103 39.962796)
763,University of Minnesota Duluth,United States,46.8195917,-92.0831108,University of Minnesota Duluth,1.0,POINT (-92.0831108 46.8195917)
764,"Mila, McGill University",Canada,45.50478469999999,-73.5771511,"Mila, McGill University",4.0,POINT (-73.5771511 45.50478469999999)
765,Jawaharlal Nehru Centre for Advanced  Scientific Research,India,13.068087,77.6102647,,1.0,POINT (77.6102647 13.068087)
766,"Xi'an Jiaotong University, Tsinghua University",China,34.2658138,108.9540936,"Xi'an Jiaotong University, Tsinghua University",2.0,POINT (108.9540936 34.2658138)
767,UKRI Turing AI Fellow,United Kingdom,55.378051,-3.435973,UKRI Turing AI Fellow,1.0,POINT (-3.435973 55.378051)
768,Alan Turing Institute,United Kingdom,51.5293496,-0.1275516,Alan Turing Institute,28.0,POINT (-0.1275516 51.5293496)
769,Raytheon Technologies,United States,37.09024,-95.712891,Raytheon Technologies,1.0,POINT (-95.712891 37.09024)
770,"Computer Science, School of Engineering and Applied Sciences",,43.0028367,-78.7875948,"Computer Science, School of Engineering and Applied Sciences",3.0,POINT (-78.7875948 43.0028367)
771,Chongqing University of Post and Telecommunications,China,29.535171,106.605308,Chongqing University of Post and Telecommunications,4.0,POINT (106.605308 29.535171)
772,New School for Social Research - Parsons School of Design,United States,40.7351297,-73.9944837,New School for Social Research - Parsons School of Design,1.0,POINT (-73.9944837 40.7351297)
773,"University of Tsukuba, Tsukuba University",Japan,36.1115983,140.1043295,"University of Tsukuba, Tsukuba University",1.0,POINT (140.1043295 36.1115983)
774,Imeprial College London,United Kingdom,51.49882220000001,-0.1748735,Imeprial College London,1.0,POINT (-0.1748735 51.49882220000001)
775,UCLA,United States,34.0699182,-118.4438495,UCLA,7.0,POINT (-118.4438495 34.0699182)
776,Science and Technology Facilities Council,United Kingdom,51.5726621,-1.3159226,Science and Technology Facilities Council,1.0,POINT (-1.3159226 51.5726621)
777,VUNO Inc.,South Korea,35.907757,127.766922,VUNO Inc.,2.0,POINT (127.766922 35.907757)
778,"Central South University, China",China,28.16437,112.93251,"Central South University, China",2.0,POINT (112.93251 28.16437)
779,University of Illinois at Urbana Champaign,United States,40.1019523,-88.2271615,University of Illinois at Urbana Champaign,1.0,POINT (-88.2271615 40.1019523)
780,Monash University,Australia,-37.9142416,145.1346592,Monash University,58.0,POINT (145.1346592 -37.9142416)
781,Microsoft Research,United States,37.09024,-95.712891,Microsoft Research,171.0,POINT (-95.712891 37.09024)
782,UiT The Arctic University of Norway,Norway,69.6798027,18.9712162,UiT The Arctic University of Norway,3.0,POINT (18.9712162 69.6798027)
783,"CyberAgent, Inc.",Japan,36.204824,138.252924,"CyberAgent, Inc.",13.0,POINT (138.252924 36.204824)
784,"School of Computer Science, Tel Aviv University",Israel,32.113496,34.803609,"School of Computer Science, Tel Aviv University",14.0,POINT (34.803609 32.113496)
785,Ulsan University,South Korea,35.5437411,129.2562843,Ulsan University,1.0,POINT (129.2562843 35.5437411)
786,Technion - Israel Institute of Technology,Israel,32.7767783,35.0231271,Technion - Israel Institute of Technology,4.0,POINT (35.0231271 32.7767783)
787,University of California-Los Angeles,United States,34.0699182,-118.4438495,University of California-Los Angeles,1.0,POINT (-118.4438495 34.0699182)
788,University of Illinois Chicago,United States,41.8686034,-87.6484377,University of Illinois Chicago,2.0,POINT (-87.6484377 41.8686034)
789,Huawei Technologies Canada,Canada,43.8507858,-79.36253230000001,Huawei Technologies Canada,2.0,POINT (-79.36253230000001 43.8507858)
790,"Courant Institute of Mathematical Sciences, New York University",United States,40.7286908,-73.99565969999999,"Courant Institute of Mathematical Sciences, New York University",2.0,POINT (-73.99565969999999 40.7286908)
791,University of Kentucky,United States,38.0306511,-84.5039697,University of Kentucky,2.0,POINT (-84.5039697 38.0306511)
792,Granica,Poland,52.2865511,20.4436737,Granica,1.0,POINT (20.4436737 52.2865511)
793,"Qualcomm Inc, Qualcomm",USA,37.09024,-95.712891,"Qualcomm Inc, Qualcomm",2.0,POINT (-95.712891 37.09024)
794,Université Paris-Saclay,France,48.7098718,2.1666978,Université Paris-Saclay,6.0,POINT (2.1666978 48.7098718)
795,Sandia National Laboratories,United States,37.09024,-95.712891,Sandia National Laboratories,1.0,POINT (-95.712891 37.09024)
796,University of Wisconsin-Madison,United States,43.076592,-89.4124875,University of Wisconsin-Madison,4.0,POINT (-89.4124875 43.076592)
797,Angelalign Tech.,China,35.86166,104.195397,Angelalign Tech.,4.0,POINT (104.195397 35.86166)
798,LPSM,France,46.227638,2.213749,LPSM,3.0,POINT (2.213749 46.227638)
799,Tsinghua University,China,39.9996674,116.3264439,Tsinghua University,354.0,POINT (116.3264439 39.9996674)
800,Hefei University of Technology,China,31.821994,117.28059,Hefei University of Technology,18.0,POINT (117.28059 31.821994)
801,ServiceNow research,USA,37.09024,-95.712891,ServiceNow research,3.0,POINT (-95.712891 37.09024)
802,Salk Institute,United States,32.8873915,-117.2453427,Salk Institute,2.0,POINT (-117.2453427 32.8873915)
803,Scuola Normale Superiore,Italy,43.719601,10.40033,Scuola Normale Superiore,1.0,POINT (10.40033 43.719601)
804,Cohere AI,USA,37.09024,-95.712891,Cohere AI,1.0,POINT (-95.712891 37.09024)
805,"Institute for Infocomm Research, A*STAR",Singapore,1.2988926,103.7873107,"Institute for Infocomm Research, A*STAR",2.0,POINT (103.7873107 1.2988926)
806,"School of Computation, Information and Technology, Technische Universität München",Germany,48.1487646,11.5681764,"School of Computation, Information and Technology, Technische Universität München",1.0,POINT (11.5681764 48.1487646)
807,California Institute of Technology,United States,34.1376576,-118.125269,California Institute of Technology,80.0,POINT (-118.125269 34.1376576)
808,Chinese University of Hong Kong (Shenzhen),China,22.419625,114.2067606,,1.0,POINT (114.2067606 22.419625)
809,Yokohama National University,Japan,35.4732806,139.5908372,,1.0,POINT (139.5908372 35.4732806)
810,SenseTime Group,China,35.86166,104.195397,SenseTime Group,1.0,POINT (104.195397 35.86166)
811,California Academy of Sciences,United States,37.7698646,-122.4660947,,1.0,POINT (-122.4660947 37.7698646)
812,CUNY City College,United States,40.8200471,-73.9492724,CUNY City College,1.0,POINT (-73.9492724 40.8200471)
813,"School of Computer Science and  Engineering, Nanyang Technological University",Singapore,1.3461557,103.6820426,"School of Computer Science and  Engineering, Nanyang Technological University",11.0,POINT (103.6820426 1.3461557)
814,Jadavpur University,India,22.4988822,88.3714123,Jadavpur University,1.0,POINT (88.3714123 22.4988822)
815,Zoox,USA,37.09024,-95.712891,Zoox,1.0,POINT (-95.712891 37.09024)
816,Universität Hildesheim,Germany,52.1338812,9.9762439,Universität Hildesheim,2.0,POINT (9.9762439 52.1338812)
817,Jiangxi Normal University,China,28.6785,116.031212,Jiangxi Normal University,1.0,POINT (116.031212 28.6785)
818,"INSAIT, Sofia University",Bulgaria,42.6703488,23.3717729,"INSAIT, Sofia University",5.0,POINT (23.3717729 42.6703488)
819,Guangzhou University,China,23.2759012,113.6721525,Guangzhou University,6.0,POINT (113.6721525 23.2759012)
820,ByteDance Inc.,China,35.86166,104.195397,ByteDance Inc.,50.0,POINT (104.195397 35.86166)
821,"University of Electronic Science and Technology of China, Tsinghua University",China,35.86166,104.195397,"University of Electronic Science and Technology of China, Tsinghua University",4.0,POINT (104.195397 35.86166)
822,"Rutgers University, New Brunswick",United States,40.5008405,-74.44741739999999,"Rutgers University, New Brunswick",7.0,POINT (-74.44741739999999 40.5008405)
823,Ewha Womans University,South Korea,37.5618588,126.9468339,Ewha Womans University,2.0,POINT (126.9468339 37.5618588)
824,Karlsruher Institut für Technologie,Germany,49.0134017,8.415165,Karlsruher Institut für Technologie,27.0,POINT (8.415165 49.0134017)
825,Harvard Medical School,United States,42.3356451,-71.104215,Harvard Medical School,5.0,POINT (-71.104215 42.3356451)
826,"Max-Planck-Institute for Informatics, Saarland Informatics Campus",Germany,49.257775,7.04602,"Max-Planck-Institute for Informatics, Saarland Informatics Campus",2.0,POINT (7.04602 49.257775)
827,University of Hawaii System,United States,21.2973159,-157.8199094,,1.0,POINT (-157.8199094 21.2973159)
828,Google/DeepMind,United Kingdom,55.378051,-3.435973,Google/DeepMind,2.0,POINT (-3.435973 55.378051)
829,Center for Advanced Systems Understanding,Germany,51.1568562,14.9906176,Center for Advanced Systems Understanding,1.0,POINT (14.9906176 51.1568562)
830,Timaeus,Greece,39.074208,21.824312,Timaeus,1.0,POINT (21.824312 39.074208)
831,Shimane University,Japan,35.4848668,133.0672198,Shimane University,1.0,POINT (133.0672198 35.4848668)
832,SAS Institute Inc.,USA,37.09024,-95.712891,,1.0,POINT (-95.712891 37.09024)
833,AWS AI Labs,USA,37.09024,-95.712891,AWS AI Labs,11.0,POINT (-95.712891 37.09024)
834,Amazon,Brazil,-3.4653053,-62.21588049999999,Amazon,292.0,POINT (-62.21588049999999 -3.4653053)
835,Australian National University,Australia,-35.2812533,149.1183238,Australian National University,66.0,POINT (149.1183238 -35.2812533)
836,"Indraprastha Institute of Information Technology, Delhi",India,28.5458541,77.2731762,"Indraprastha Institute of Information Technology, Delhi",4.0,POINT (77.2731762 28.5458541)
837,Universitat de les Illes Balears,Spain,39.6395174,2.6446013,Universitat de les Illes Balears,1.0,POINT (2.6446013 39.6395174)
838,South University of Science and Technology of China,China,22.593969,113.99894,South University of Science and Technology of China,2.0,POINT (113.99894 22.593969)
839,J.P. Morgan Chase,United States,37.09024,-95.712891,J.P. Morgan Chase,27.0,POINT (-95.712891 37.09024)
840,Shanghai AI Laboratory,China,31.230416,121.473701,Shanghai AI Laboratory,77.0,POINT (121.473701 31.230416)
841,RIKEN,Japan,36.204824,138.252924,RIKEN,87.0,POINT (138.252924 36.204824)
842,CERN,Switzerland,46.2329733,6.0555723,CERN,1.0,POINT (6.0555723 46.2329733)
843,Liaoning Technical University,China,42.0246381,121.665593,Liaoning Technical University,1.0,POINT (121.665593 42.0246381)
844,Minjiang University,China,26.064704,119.169116,Minjiang University,1.0,POINT (119.169116 26.064704)
845,"Hebrew University, Hebrew University of Jerusalem",Israel,31.7945578,35.2414009,"Hebrew University, Hebrew University of Jerusalem",6.0,POINT (35.2414009 31.7945578)
846,Nanjing Normal University,China,32.054943,118.764947,Nanjing Normal University,1.0,POINT (118.764947 32.054943)
847,Osaka University,Japan,34.8220139,135.5244676,Osaka University,10.0,POINT (135.5244676 34.8220139)
848,"gineering, Hong Kong University of Science and Technology",China,22.3193039,114.1693611,"gineering, Hong Kong University of Science and Technology",1.0,POINT (114.1693611 22.3193039)
849,"Saarland University, Saarland University",Germany,49.255122,7.040951400000001,"Saarland University, Saarland University",2.0,POINT (7.040951400000001 49.255122)
850,University of Adelaide,Australia,-34.9284989,138.6007456,University of Adelaide,35.0,POINT (138.6007456 -34.9284989)
851,Lenovo Research,China,35.86166,104.195397,Lenovo Research,5.0,POINT (104.195397 35.86166)
852,Western University,Canada,43.0095971,-81.2737336,Western University,6.0,POINT (-81.2737336 43.0095971)
853,The University of North Carolina at Chapel Hill,United States,35.9049122,-79.0469134,The University of North Carolina at Chapel Hill,1.0,POINT (-79.0469134 35.9049122)
854,Simons Institute for the Theory of Computing,USA,37.8709969,-122.2539394,Simons Institute for the Theory of Computing,1.0,POINT (-122.2539394 37.8709969)
855,"Institute of Automation, Chinese Academy of Sciences",China,39.980196,116.333305,"Institute of Automation, Chinese Academy of Sciences",17.0,POINT (116.333305 39.980196)
856,Worcester Polytechnic Institute,United States,42.2746179,-71.8068416,Worcester Polytechnic Institute,12.0,POINT (-71.8068416 42.2746179)
857,Université du Québec à Rimouski,Canada,48.4525478,-68.5121012,Université du Québec à Rimouski,1.0,POINT (-68.5121012 48.4525478)
858,"RWTH Aachen University, Rheinisch Westfälische Technische Hochschule Aachen",Germany,50.7775413,6.077485299999999,"RWTH Aachen University, Rheinisch Westfälische Technische Hochschule Aachen",3.0,POINT (6.077485299999999 50.7775413)
859,South China University of Technology,China,35.86166,104.195397,South China University of Technology,63.0,POINT (104.195397 35.86166)
860,Ruprecht-Karls-Universität Heidelberg,Germany,49.41066,8.706554299999999,Ruprecht-Karls-Universität Heidelberg,17.0,POINT (8.706554299999999 49.41066)
861,", Université Paris-Dauphine (Paris IX)",France,48.8701419,2.2736197,", Université Paris-Dauphine (Paris IX)",2.0,POINT (2.2736197 48.8701419)
862,University of Wisconsin - Stout,United States,44.8716186,-91.9267041,University of Wisconsin - Stout,1.0,POINT (-91.9267041 44.8716186)
863,Tencent AI Lab Seattle,China,47.6061389,-122.3328481,Tencent AI Lab Seattle,1.0,POINT (-122.3328481 47.6061389)
864,TU Delft,Netherlands,52.0021919,4.3735766,,1.0,POINT (4.3735766 52.0021919)
865,Hikvision Research Institute,China,35.86166,104.195397,Hikvision Research Institute,4.0,POINT (104.195397 35.86166)
866,INRIA,France,48.8370198,2.1031187,INRIA,111.0,POINT (2.1031187 48.8370198)
867,HuggingFace,USA,37.09024,-95.712891,HuggingFace,1.0,POINT (-95.712891 37.09024)
868,"College of Information and Computer Science, University of Massachusetts, Amherst",United States,42.3873167,-72.53142179999999,"College of Information and Computer Science, University of Massachusetts, Amherst",2.0,POINT (-72.53142179999999 42.3873167)
869,Beijing University of Aeronautics and Astronautics,China,39.9843568,116.3446392,Beijing University of Aeronautics and Astronautics,55.0,POINT (116.3446392 39.9843568)
870,Université Paris-Est,France,48.8407791,2.5873259,Université Paris-Est,3.0,POINT (2.5873259 48.8407791)
